Model;Brand;Price;Foreign Currency;Date of Currency;Gear;Fuel;Engine Displacement;Transmission;Horsepower;Mortgage;Confiscation;Inspection;Year;Km;Area of Use;Colour;Top Speed;Luggage Volume;0-100;Max Torque;Cylinder;Tank;Consumption;Valve;Kaput;Tavan;Ön Tampon;Arka Tampon;Sağ Ön Çamurluk;Sağ Ön Kapı;Sağ Arka Kapı;Sağ Arka Çamurluk;Sol Ön Çamurluk;Sol Ön Kapı;Sol Arka Kapı;Sol Arka Çamurluk
t-roc;volkswagen;1435000;30,72;13.02.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;15.04.2024;2021;36345;arazi aracı;saf beyaz;205;445;;250;4;50;5.9 (şi̇) / 4.4 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1425000;30,72;13.02.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;12.02.2024;2021;23422;hatchback;refleks gümüş;224;380;;250;4;52;5.7 (şi̇) / 3.7 (şd);16;değişen;saglam;çizik;çizik;boyalı;boyalı;boyalı;çizik;saglam;çizik;saglam;saglam
passat;volkswagen;1400000;30,72;13.02.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;12.02.2024;2021;52394;sedan;pirit gümüş;220;586;;250;4;59;6.6 (şi̇) / 4.3 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;değişen;boyalı;lokal boyalı
passat;volkswagen;1390000;30,72;13.02.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;11.03.2024;2021;21910;sedan;siyah;220;586;;250;4;59;6.6 (şi̇) / 4.3 (şd);16;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;çizik, ezik;saglam;boyalı;çizik, ezik;saglam
t-roc;volkswagen;1312000;30,72;13.02.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;5.02.2024;2021;29655;arazi aracı;mavi siyah;205;445;;250;4;50;5.9 (şi̇) / 4.4 (şd);16;saglam;saglam;değişen;saglam;değişen;boyalı;saglam;saglam;saglam;lokal boyalı;lokal boyalı;saglam
golf;volkswagen;1242000;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;8.07.2024;2021;29755;hatchback;refleks gümüş;202;380;;200;3;50;5 (şi̇) / 3.5 (şd);12;saglam;saglam;hasarlı;çizik;çizik, ezik;çizik;çizik;saglam;çizik;saglam;saglam;saglam
golf;volkswagen;1218000;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;2.12.2024;2021;44106;hatchback;gri;202;380;;200;3;50;5 (şi̇) / 3.5 (şd);12;saglam;saglam;çizik;boyalı, çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
transporter;volkswagen;1155000;30,72;13.02.2024;manuel;dizel;2;önden çekiş;150;hayır;hayır;24.10.2024;2021;47600;cityvan;gri;182;;;340;4;70;7.9 (şi̇) / 5.7 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
polo;volkswagen;1000000;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;95;hayır;hayır;3.10.2024;2021;37573;hatchback;beyaz;187;351;;175;3;40;5.1 (şi̇) / 4 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
polo;volkswagen;995000;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;95;hayır;hayır;9.09.2024;2021;19302;hatchback;beyaz;187;351;;175;3;40;5.1 (şi̇) / 4 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
caddy;volkswagen;988000;30,72;13.02.2024;tiptronic;dizel;2;önden çekiş;122;hayır;hayır;4.08.2024;2021;44698;cityvan;şeker beyazı;186;;;320;4;50;5.5 (şi̇) / 3.8 (şd);16;lokal boyalı;saglam;boyalı, hasarlı;saglam;değişen;boyalı;saglam;saglam;saglam;saglam;saglam;saglam
lt;volkswagen;969500;30,72;13.02.2024;manuel;dizel;2;önden çekiş;140;hayır;hayır;18.03.2024;2021;179885;panel;beyaz;;;;340;4;75;8.2 (şi̇) / 7.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
polo;volkswagen;915000;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;95;hayır;hayır;8.04.2024;2021;38631;hatchback;kırmızı;187;351;;175;3;40;5.3 (şi̇) / 3.9 (şd);12;saglam;saglam;çizik;saglam;ezik;ezik;ezik;ezik;saglam;saglam;ezik;ezik
polo;volkswagen;904000;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;95;hayır;hayır;11.03.2024;2021;62873;hatchback;saf beyaz;187;351;;175;3;40;5.3 (şi̇) / 3.9 (şd);12;saglam;saglam;boyalı;saglam;saglam;boyalı;saglam;saglam;değişen;boyalı;saglam;lokal boyalı
polo;volkswagen;889950;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;95;hayır;hayır;11.03.2024;2021;54804;hatchback;beyaz;187;351;;175;3;40;5.3 (şi̇) / 3.9 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
c-hr;toyota;1189900;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;8.04.2024;2021;72895;hatchback;gri;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;ezik;saglam;saglam
c-hr;toyota;1185000;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;12.06.2024;2021;62646;hatchback;mavi;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;boyalı;saglam;saglam;çizik, ezik;saglam;saglam;saglam;ezik;saglam
c-hr;toyota;1185000;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;25.03.2024;2021;43396;hatchback;metalik gri;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;saglam;saglam;çizik;lokal boyalı;saglam;saglam;saglam;saglam;saglam
c-hr;toyota;1179900;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;6.06.2024;2021;77000;hatchback;gri;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;ezik;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;ezik
c-hr;toyota;1167000;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;18.03.2024;2021;79930;hatchback;metalik gri;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;ezik;saglam;çizik;çizik;saglam;saglam;çizik, ezik;saglam;saglam;saglam;saglam;saglam
c-hr;toyota;1166000;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;31.05.2024;2021;66876;hatchback;metalik gri;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;saglam;hasarlı;boyalı;saglam;saglam;saglam;saglam;saglam;çizik;boyalı;saglam
c-hr;toyota;1164000;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;15.04.2024;2021;63661;hatchback;beyaz;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;saglam;çizik;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
c-hr;toyota;1150000;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;5.06.2024;2021;72269;hatchback;elmas gümüş;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;boyalı;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam
c-hr;toyota;1147000;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;27.05.2024;2021;66976;hatchback;metalik gri;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam;çizik;çizik;saglam;saglam
corolla;toyota;1058000;30,72;13.02.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;4.06.2024;2021;64839;sedan;kar beyazı;180;471;;;4;43;3.3 (şi̇) / 3.6 (şd);16;saglam;saglam;boyalı;boyalı;saglam;saglam;hasarlı;hasarlı;saglam;boyalı;boyalı;saglam
